citing_doi,arxiv_id,source,doi_asserted_by,crossref_found,crossref_has_references,crossref_structured_doi_match,crossref_unstructured_match,crossref_reference_key,crossref_error,openalex_citing_found,openalex_arxiv_in_refs,openalex_arxiv_work_id,openalex_error,datacite_event_found,datacite_total_events,datacite_error,opencitations_citing_found,opencitations_arxiv_in_refs,opencitations_oci,opencitations_error,notes
10.3103/s0147688221060058,1412.6980,asserted,,True,True,False,True,7144_CR27,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-36004-6_27,1412.6980,asserted,publisher,True,True,True,False,27_CR3,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.procs.2025.09.186,1412.6980,asserted,,True,True,False,True,10.1016/j.procs.2025.09.186_bib30,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00170-024-14069-7,1412.6980,asserted,publisher,True,True,True,False,14069_CR53,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/hbm.70396,1412.6980,asserted,,True,True,False,True,e_1_2_9_32_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.jhydrol.2024.130621,1412.6980,asserted,,True,True,False,True,10.1016/j.jhydrol.2024.130621_b0130,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/adpr.202200110,1412.6980,asserted,,True,True,False,True,e_1_2_8_63_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-21671-8_10,1412.6980,asserted,,True,True,False,True,10_CR13,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.psep.2022.05.039,1412.6980,asserted,,True,True,False,True,10.1016/j.psep.2022.05.039_bib32,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-16-8558-3_12,1412.6980,asserted,,True,True,False,True,12_CR15,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/access.2025.3591799,1412.6980,asserted,,True,True,False,True,ref46,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.21468/scipostphys.16.1.037,1412.6980,asserted,publisher,True,True,True,False,ref40,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/03772063.2023.2196979,1412.6980,asserted,,True,True,False,True,e_1_3_3_37_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-025-20619-0,1412.6980,asserted,,True,True,False,True,20619_CR43,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/lgrs.2025.3555259,1412.6980,asserted,,True,True,False,True,ref7,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1051/0004-6361/202451480,1412.6980,asserted,,True,True,False,True,R36,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s13042-024-02372-4,1412.6980,asserted,,True,True,False,True,2372_CR39,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-93046-2_37,1412.6980,asserted,,True,True,False,True,37_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2025.08.30.673246,1412.6980,asserted,publisher,True,True,True,False,2025112104461143000_2025.08.30.673246v2.87,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.nima.2019.03.034,1412.6980,asserted,,True,True,False,True,10.1016/j.nima.2019.03.034_b15,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.media.2022.102391,1412.6980,asserted,,True,True,False,True,10.1016/j.media.2022.102391_bib0028,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.neuroimage.2024.120934,1412.6980,asserted,,True,True,False,True,10.1016/j.neuroimage.2024.120934_bib0025,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-319-59050-9_51,1412.6980,asserted,,True,True,False,True,51_CR10,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-35302-4_26,1412.6980,asserted,,True,True,False,True,26_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-34139-8_18,1412.6980,asserted,,True,True,False,True,18_CR11,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.patcog.2025.112651,1412.6980,asserted,,True,True,False,True,10.1016/j.patcog.2025.112651_bib0035,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.dcan.2025.11.002,1412.6980,asserted,,True,True,False,True,10.1016/j.dcan.2025.11.002_br0350,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-01246-5_42,1412.6980,asserted,,True,True,False,True,42_CR13,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-16474-3_60,1412.6980,asserted,,True,True,False,True,60_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3583780.3614897,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_16_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1051/epjconf/202533701191,1412.6980,asserted,,True,True,False,True,R10,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.24425/bpasts.2020.136210,1412.6980,asserted,,True,True,False,True,#cr-split#-ref0.2,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/13657305.2023.2255346,1412.6980,asserted,,True,True,False,True,e_1_3_4_35_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41597-023-02665-3,1412.6980,asserted,,True,True,False,True,2665_CR38,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-022-08063-w,1412.6980,asserted,,True,True,False,True,8063_CR35,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-15-6202-0_31,1412.6980,asserted,,True,True,False,True,31_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tmi.2024.3422027,1412.6980,asserted,,True,True,False,True,ref56,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-022-23133-9,1412.6980,asserted,,True,True,False,True,23133_CR38,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/mrm.29710,1412.6980,asserted,publisher,True,True,True,False,e_1_2_9_27_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-98883-8_7,1412.6980,asserted,,True,True,False,True,7_CR12,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-70650-0_3,1412.6980,asserted,,True,True,False,True,3_CR10,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10278-023-00873-2,1412.6980,asserted,publisher,True,True,True,False,873_CR40,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1371/journal.pone.0219004,1412.6980,asserted,,True,True,False,True,ref55,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-04780-1_28,1412.6980,asserted,,True,True,False,True,28_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-32029-4_16,1412.6980,asserted,,True,True,False,True,16_CR8,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s11042-024-18138-7,1412.6980,asserted,publisher,True,True,True,False,18138_CR61,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/icra57147.2024.10610710,1412.6980,asserted,,True,True,False,True,ref72,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3600160.3605088,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_12_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-89370-5_8,1412.6980,asserted,,True,True,False,True,8_CR11,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1186/s12920-019-0624-2,1412.6980,asserted,,True,True,False,True,624_CR32,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-91856-8_6,1412.6980,asserted,,True,True,False,True,6_CR15,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.infrared.2021.103789,1412.6980,asserted,,True,True,False,True,10.1016/j.infrared.2021.103789_b0170,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/tee.24254,1412.6980,asserted,,True,True,False,True,e_1_2_9_34_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10845-022-02018-8,1412.6980,asserted,,True,True,False,True,2018_CR23,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tcsvt.2025.3562492,1412.6980,asserted,,True,True,False,True,ref56,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-032-04624-6_15,1412.6980,asserted,,True,True,False,True,15_CR16,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tsg.2022.3148757,1412.6980,asserted,,True,True,False,True,ref40,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10710-024-09481-7,1412.6980,asserted,,True,True,False,True,9481_CR32,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3338472.3338476,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_12_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/jsen.2024.3471618,1412.6980,asserted,,True,True,False,True,ref38,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tccn.2023.3322448,1412.6980,asserted,,True,True,False,True,ref34,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.ymeth.2022.04.015,1412.6980,asserted,,True,True,False,True,10.1016/j.ymeth.2022.04.015_b0220,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tgrs.2023.3272644,1412.6980,asserted,,True,True,False,True,ref29,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-57821-3_8,1412.6980,asserted,,True,True,False,True,8_CR19,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1190/geo2024-0035.1,1412.6980,asserted,publisher,True,True,False,False,,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41524-020-00410-7,1412.6980,asserted,,True,True,False,True,410_CR45,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/atc58710.2023.10318883,1412.6980,asserted,publisher,True,True,True,False,ref5,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-99-8076-5_29,1412.6980,asserted,,True,True,False,True,29_CR11,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00466-025-02602-8,1412.6980,asserted,,True,True,False,True,2602_CR49,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s41095-023-0350-8,1412.6980,asserted,,True,True,False,True,350_CR60,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-024-52966-9,1412.6980,asserted,,True,True,False,True,52966_CR51,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3581783.3611837,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_19_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1093/mnras/stad2726,1412.6980,asserted,publisher,True,True,True,False,2023092408155135500_bib18,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.apacoust.2020.107547,1412.6980,asserted,,True,True,False,True,10.1016/j.apacoust.2020.107547_b0080,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00521-024-10735-9,1412.6980,asserted,,True,True,False,True,10735_CR13,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.cmpb.2019.105241,1412.6980,asserted,,True,True,False,True,10.1016/j.cmpb.2019.105241_bib0025,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.7717/peerj-cs.2732,1412.6980,asserted,publisher,True,True,True,False,10.7717/peerj-cs.2732/ref-14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3503161.3548169,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_27_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.5194/gmd-17-1765-2024,1412.6980,asserted,,True,True,False,True,ref18,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3471158.3472227,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_20_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tip.2024.3441813,1412.6980,asserted,,True,True,False,True,ref52,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1140/epjc/s10052-022-10012-w,1412.6980,asserted,,True,True,False,True,10012_CR45,,False,False,https://openalex.org/W1522301498,citing_not_found,False,,skipped,False,False,,skipped,
10.1007/978-3-030-14413-5_2,1412.6980,asserted,,True,True,False,True,2_CR19,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/best.202200072,1412.6980,asserted,,True,True,False,True,e_1_2_8_29_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1051/0004-6361/202347738,1412.6980,asserted,,True,True,False,True,R52,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3618369,1412.6980,asserted,,True,True,False,True,e_1_2_2_35_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.addlet.2024.100241,1412.6980,asserted,,True,True,False,True,10.1016/j.addlet.2024.100241_bib0023,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1063/5.0051155,1412.6980,asserted,,True,True,False,True,2023080900402973200_c49,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1051/0004-6361/202450219,1412.6980,asserted,,True,True,False,True,R29,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.20948/graphicon-2023-598-608,1412.6980,asserted,,True,True,False,True,9,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/icdm54844.2022.00070,1412.6980,asserted,,True,True,False,True,ref25,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1515/jib-2022-0055,1412.6980,asserted,,True,True,False,True,2023073113214258057_j_jib-2022-0055_ref_042,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-319-21233-3_6,1412.6980,asserted,,True,True,False,True,6_CR19,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s13218-023-00814-9,1412.6980,asserted,,True,True,False,True,814_CR29,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/10298436.2019.1580367,1412.6980,asserted,,True,True,False,True,CIT0027,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00371-021-02378-x,1412.6980,asserted,,True,True,False,True,2378_CR29,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3097983.3098053,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_24_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-99-4071-4_53,1412.6980,asserted,,True,True,False,True,53_CR19,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/access.2022.3177198,1412.6980,asserted,,True,True,False,True,ref11,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.3389/fpls.2025.1503645,1412.6980,asserted,,True,True,False,True,B15,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.neucom.2017.09.046,1412.6980,asserted,,True,True,False,True,10.1016/j.neucom.2017.09.046_bib0049,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10994-021-06116-1,1412.6980,asserted,,True,True,False,True,6116_CR25,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/07038992.2022.2056435,1412.6980,asserted,,True,True,False,True,CIT0041,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1126/science.abe2629,1412.6980,asserted,,True,True,False,True,e_1_3_2_60_2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1190/geo2024-0056.1,1412.6980,asserted,publisher,True,True,False,False,,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tnnls.2024.3383873,1412.6980,asserted,,True,True,False,True,ref60,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tgrs.2022.3148994,1412.6980,asserted,,True,True,False,True,ref63,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.neuroimage.2021.118423,1412.6980,asserted,,True,True,False,True,10.1016/j.neuroimage.2021.118423_bib0052,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s11263-025-02557-6,1412.6980,asserted,,True,True,False,True,2557_CR80,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-97-3292-0_9,1412.6980,asserted,,True,True,False,True,9_CR22,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00521-024-09800-0,1412.6980,asserted,publisher,True,True,True,False,9800_CR59,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-01424-7_30,1412.6980,asserted,,True,True,False,True,30_CR2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-81244-6_1,1412.6980,asserted,,True,True,False,True,1_CR17,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-023-49195-x,1412.6980,asserted,,True,True,False,True,49195_CR39,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-16440-8_51,1412.6980,asserted,,True,True,False,True,51_CR10,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.knosys.2021.107245,1412.6980,asserted,,True,True,False,True,10.1016/j.knosys.2021.107245_b49,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1017/pan.2021.36,1412.6980,asserted,,True,True,False,True,S104719872100036X_r24,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-97-6367-2_39,1412.6980,asserted,,True,True,False,True,39_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3543507.3583255,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_11_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00371-023-03232-y,1412.6980,asserted,,True,True,False,True,3232_CR37,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1162/netn_a_00456,1412.6980,asserted,publisher,True,True,True,False,2025070111405398600_bib32,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1117/12.3047021,1412.6980,asserted,,True,True,False,True,c10,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3664647.3680700,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_18_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3629131,1412.6980,asserted,,True,True,False,True,e_1_2_1_25_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.bspc.2024.106652,1412.6980,asserted,,True,True,False,True,10.1016/j.bspc.2024.106652_b0240,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.3389/fbuil.2020.00097,1412.6980,asserted,,True,True,False,True,B29,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s12525-025-00778-8,1412.6980,asserted,publisher,True,True,True,False,778_CR75,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1051/0004-6361/202142881,1412.6980,asserted,,True,True,False,True,R16,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.infrared.2023.104670,1412.6980,asserted,,True,True,False,True,10.1016/j.infrared.2023.104670_b0100,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1134/s0021364024602203,1412.6980,asserted,,True,True,False,True,4023_CR31,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-63007-2_39,1412.6980,asserted,,True,True,False,True,39_CR38,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1126/sciadv.aau6792,1412.6980,asserted,,True,True,False,True,e_1_3_2_39_2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3442381.3449788,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_27_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/01431161.2023.2264499,1412.6980,asserted,publisher,True,True,True,False,e_1_3_3_12_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-24274-9_36,1412.6980,asserted,,True,True,False,True,36_CR26,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s11042-024-18492-6,1412.6980,asserted,,True,True,False,True,18492_CR41,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tase.2023.3253574,1412.6980,asserted,,True,True,False,True,ref22,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-36711-4_28,1412.6980,asserted,,True,True,False,True,28_CR7,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1021/acs.jpca.2c08757,1412.6980,asserted,publisher,True,True,True,False,ref43/cit43,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10994-023-06503-w,1412.6980,asserted,,True,True,False,True,6503_CR16,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2020.10.28.359620,1412.6980,asserted,,True,True,False,True,2024080421473185000_2020.10.28.359620v3.50,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-032-05325-1_29,1412.6980,asserted,,True,True,False,True,29_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1063/1.5128372,1412.6980,asserted,,True,True,False,True,2023080706161603100_c25,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1155/2022/5876180,1412.6980,asserted,,True,True,False,True,e_1_2_11_37_2,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-99-2401-1_26,1412.6980,asserted,,True,True,False,True,26_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s13278-024-01216-x,1412.6980,asserted,,True,True,False,True,1216_CR12,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tip.2022.3187294,1412.6980,asserted,,True,True,False,True,ref60,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3631456,1412.6980,asserted,,True,True,False,True,e_1_2_2_35_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.14778/3514061.3514074,1412.6980,asserted,,True,True,False,True,e_1_2_1_23_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tpami.2022.3196652,1412.6980,asserted,publisher,True,True,True,False,ref30,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3588155.3588175,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_32_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-58604-1_6,1412.6980,asserted,,True,True,False,True,6_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3470890,1412.6980,asserted,,True,True,False,True,e_1_2_1_16_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-96-9958-2_42,1412.6980,asserted,,True,True,False,True,42_CR40,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.22630/mgv.2022.31.1.3,1412.6980,asserted,,True,True,False,True,36553,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.3934/fods.2021016,1412.6980,asserted,,True,True,False,True,key-10.3934/fods.2021016-21,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-024-67957-z,1412.6980,asserted,,True,True,False,True,67957_CR37,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1126/science.abn7293,1412.6980,asserted,,True,True,False,True,e_1_3_2_43_2,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3038912.3052704,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_14_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.56977/jicce.2025.23.2.94,1412.6980,asserted,,True,True,False,True,ref30,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.procs.2023.01.234,1412.6980,asserted,,True,True,False,True,10.1016/j.procs.2023.01.234_bib0026,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s11071-021-06598-7,1412.6980,asserted,,True,True,False,True,6598_CR18,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.commatsci.2021.110551,1412.6980,asserted,,True,True,False,True,10.1016/j.commatsci.2021.110551_b0225,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tgrs.2024.3352654,1412.6980,asserted,,True,True,False,True,ref44,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3637528.3671585,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_15_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tcsvt.2024.3401872,1412.6980,asserted,,True,True,False,True,ref59,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1073/pnas.2202713119,1412.6980,asserted,,True,True,False,True,e_1_3_4_37_2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3448139.3448205,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_19_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1021/acs.jcim.5c01506,1412.6980,asserted,publisher,True,True,True,False,ref32/cit32,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
